customer_index,risk_category,risk_score,cluster_id,persona_label,top_driver_1,top_driver_1_shap_value,top_driver_1_actual_rating,top_driver_2,top_driver_2_shap_value,top_driver_2_actual_rating,top_driver_3,top_driver_3_shap_value,top_driver_3_actual_rating
173,Very Low,0.1708,C0,Hài Lòng Toàn Diện,Seat comfort,-0.6102,4.0,Checkin service,-0.4868,1.0,Gate location,-0.2909,3.0
174,High,0.8494,C1,Trải Nghiệm Kém,Seat comfort,-1.581,1.0,Ease of Online booking,-1.4771,1.0,Inflight entertainment,-1.3293,1.0
175,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight wifi service,-0.1154,5.0,Cleanliness,-0.0583,4.0,was_na_Seat comfort,-0.0187,0.0
176,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0561,4.0,was_na_Seat comfort,-0.0149,0.0,Flight Distance,-0.0148,368.0
177,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3558,5.0,Departure/Arrival time convenient,-0.2417,5.0,Food and drink,-0.0919,4.0
178,Critical,0.85,C0,Hài Lòng Toàn Diện,Seat comfort,-2.6405,1.0,loyal,-2.5724,0.0,Inflight entertainment,-1.2366,1.0
179,Very Low,0.0009,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.1552,2.0,Gate location,-0.6167,4.0,Cleanliness,-0.371,3.0
180,Very Low,0.2547,C0,Hài Lòng Toàn Diện,loyal,-1.0336,0.0,Class_ord,-0.3894,0.0,Departure Delay in Minutes,-0.2135,87.0
181,Critical,0.9542,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.1253,3.0,Seat comfort,-0.7827,4.0,Class_ord,-0.5226,2.0
182,Medium,0.5543,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.5828,5.0,Baggage handling,-0.3938,3.0,Online support,-0.3189,3.0
183,High,0.6999,C0,Hài Lòng Toàn Diện,Seat comfort,-2.3046,1.0,Departure/Arrival time convenient,-1.6774,5.0,biz_travel,-0.993,0.0
184,Very Low,0.1573,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.2006,37.0,Checkin service,-0.1685,4.0,Food and drink,-0.1334,5.0
185,Low,0.3,C1,Trải Nghiệm Kém,Cleanliness,-0.3931,3.0,Inflight entertainment,-0.3533,2.0,Baggage handling,-0.2451,3.0
186,High,0.7566,C1,Trải Nghiệm Kém,loyal,-0.9053,0.0,Baggage handling,-0.5278,3.0,inflight_experience_score,-0.4982,3.0
187,High,0.7224,C0,Hài Lòng Toàn Diện,Age,-0.9585,72.0,Baggage handling,-0.5637,3.0,Checkin service,-0.532,1.0
188,Medium,0.397,C1,Trải Nghiệm Kém,Ease of Online booking,-0.7832,1.0,Departure/Arrival time convenient,-0.6298,5.0,biz_travel,-0.3061,0.0
189,Very Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.0452,0.0,Inflight wifi service,-0.0134,5.0,was_na_Seat comfort,-0.0122,0.0
190,Medium,0.3938,C1,Trải Nghiệm Kém,Ease of Online booking,-0.5596,1.0,Departure/Arrival time convenient,-0.5436,5.0,biz_travel,-0.3945,0.0
191,High,0.7739,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2985,1.0,Baggage handling,-1.1751,1.0,inflight_experience_score,-1.0522,2.14
192,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0807,4.0,was_na_Seat comfort,-0.0189,0.0,delay_severity,-0.0031,0.0
193,Critical,0.978,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3386,3.0,Baggage handling,-0.7328,3.0,inflight_experience_score,-0.5168,2.57
194,Low,0.3,C0,Hài Lòng Toàn Diện,Baggage handling,-0.3453,3.0,Cleanliness,-0.3035,3.0,Seat comfort,-0.2605,3.0
195,Very Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.021,0.0,was_na_Seat comfort,-0.0126,0.0,ground_experience_score,-0.0067,4.0
196,High,0.6863,C1,Trải Nghiệm Kém,Seat comfort,-2.1972,1.0,Departure/Arrival time convenient,-1.3338,5.0,biz_travel,-0.911,0.0
197,High,0.6791,C0,Hài Lòng Toàn Diện,biz_travel,-0.9307,0.0,Departure Delay in Minutes,-0.878,180.0,Flight Distance,-0.6378,4125.0
198,High,0.7126,C1,Trải Nghiệm Kém,loyal,-0.9477,0.0,Checkin service,-0.5043,1.0,Cleanliness,-0.4887,3.0
199,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-2.0612,1.0,Ease of Online booking,-1.2578,1.0,Inflight entertainment,-1.186,1.0
200,Critical,0.9641,C1,Trải Nghiệm Kém,loyal,-2.3312,0.0,Ease of Online booking,-0.9432,1.0,Seat comfort,-0.8373,2.0
201,Medium,0.4814,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.5476,5.0,Gate location,-0.3595,3.0,biz_travel,-0.3421,0.0
202,Medium,0.3003,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.8773,3.0,Flight Distance,-0.4759,4411.0,Online support,-0.29,3.0
203,Medium,0.5183,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.8837,5.0,biz_travel,-0.5844,0.0,Age,-0.5541,62.0
204,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3053,5.0,Inflight entertainment,-0.2622,2.0,Gate location,-0.2522,5.0
205,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.2407,3761.0,Inflight wifi service,-0.1811,5.0,Age,-0.1076,18.0
206,High,0.8267,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2646,3.0,Seat comfort,-0.8529,3.0,inflight_experience_score,-0.5162,2.86
207,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1226,4.0,Checkin service,-0.0677,4.0,was_na_Seat comfort,-0.0179,0.0
208,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.1109,54.0,was_na_Seat comfort,-0.0123,0.0,delay_severity,-0.0018,0.0
209,Very Low,0.3,C0,Hài Lòng Toàn Diện,Inflight wifi service,-0.0379,5.0,was_na_Seat comfort,-0.0141,0.0,Departure/Arrival time convenient,-0.0053,4.0
210,Medium,0.6008,C1,Trải Nghiệm Kém,biz_travel,-0.8333,0.0,Ease of Online booking,-0.7332,1.0,Class_ord,-0.3851,1.0
211,High,0.6997,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.5809,3.0,Seat comfort,-1.4203,3.0,Flight Distance,-0.5061,3219.0
212,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.5551,62.0,delay_severity,-0.0244,0.0,was_na_Seat comfort,-0.0146,0.0
213,Medium,0.338,C0,Hài Lòng Toàn Diện,Online support,-0.3185,2.0,Cleanliness,-0.1833,4.0,Online boarding,-0.1348,1.0
214,Medium,0.3003,C0,Hài Lòng Toàn Diện,Cleanliness,-0.363,3.0,Baggage handling,-0.3289,3.0,Leg room service,-0.1781,3.0
215,Very Low,0.15,C0,Hài Lòng Toàn Diện,loyal,-0.8843,0.0,Online support,-0.3972,2.0,Ease of Online booking,-0.324,5.0
216,Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.7203,83.0,Cleanliness,-0.0644,4.0,Baggage handling,-0.0316,4.0
217,Medium,0.5666,C0,Hài Lòng Toàn Diện,Seat comfort,-0.7524,2.0,Baggage handling,-0.5051,3.0,Gate location,-0.4933,3.0
218,Very Low,0.1503,C1,Trải Nghiệm Kém,Baggage handling,-0.259,3.0,delay_severity,-0.2041,0.01,Departure Delay in Minutes,-0.2028,21.0
219,Critical,0.9881,C0,Hài Lòng Toàn Diện,Gate location,-0.5884,5.0,Online support,-0.5674,3.0,Departure/Arrival time convenient,-0.5363,5.0
220,Critical,0.993,C1,Trải Nghiệm Kém,Seat comfort,-1.0989,2.0,Inflight entertainment,-0.9666,2.0,inflight_experience_score,-0.9075,2.14
221,Very Low,0.15,C1,Trải Nghiệm Kém,loyal,-1.2154,0.0,Flight Distance,-0.2316,1029.0,Inflight entertainment,-0.1675,
222,Medium,0.3114,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.6616,5.0,Baggage handling,-0.3454,3.0,Cleanliness,-0.3228,3.0
223,Critical,0.9937,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2355,3.0,Seat comfort,-0.8364,3.0,Checkin service,-0.5568,2.0
224,High,0.6992,C1,Trải Nghiệm Kém,Seat comfort,-1.4777,3.0,Inflight entertainment,-1.3674,3.0,Departure/Arrival time convenient,-1.1314,4.0
225,Very Low,0.1571,C1,Trải Nghiệm Kém,Baggage handling,-0.3543,3.0,Checkin service,-0.3128,1.0,Age,-0.2183,55.0
226,Medium,0.6098,C1,Trải Nghiệm Kém,loyal,-0.5832,0.0,Age,-0.2176,48.0,Online boarding,-0.1922,2.0
227,Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.0429,0.0,was_na_Seat comfort,-0.0183,0.0,Flight Distance,-0.0052,2837.0
228,Very Low,0.1646,C0,Hài Lòng Toàn Diện,biz_travel,-0.5247,0.0,Inflight entertainment,-0.4982,3.0,Online support,-0.1415,2.0
229,Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.4799,2.71,Leg room service,-0.1589,3.0,On-board service,-0.1562,2.0
230,Medium,0.308,C0,Hài Lòng Toàn Diện,Online support,-0.9207,3.0,Cleanliness,-0.2002,4.0,Checkin service,-0.1476,4.0
231,Medium,0.6625,C1,Trải Nghiệm Kém,Inflight entertainment,-1.7401,3.0,Seat comfort,-1.2518,3.0,inflight_experience_score,-0.3874,2.86
232,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3957,5.0,Ease of Online booking,-0.3164,5.0,Leg room service,-0.271,3.0
233,Very Low,0.225,C1,Trải Nghiệm Kém,inflight_experience_score,-0.8222,2.2,Checkin service,-0.3168,1.0,ground_experience_score,-0.2794,1.4
234,Very Low,0.15,C0,Hài Lòng Toàn Diện,loyal,-0.5938,0.0,Class_ord,-0.3525,0.0,Gate location,-0.2519,3.0
235,Medium,0.5469,C0,Hài Lòng Toàn Diện,Cleanliness,-0.4336,3.0,Gate location,-0.4198,3.0,On-board service,-0.3907,1.0
236,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-2.9117,1.0,loyal,-2.1191,0.0,Inflight entertainment,-1.2456,1.0
237,High,0.6985,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3314,3.0,Seat comfort,-1.2538,3.0,Ease of Online booking,-1.0631,1.0
238,High,0.8297,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3123,3.0,Seat comfort,-0.6799,3.0,Baggage handling,-0.5103,3.0
239,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1422,4.0,Flight Distance,-0.0759,2078.0,Age,-0.0511,60.0
240,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.6616,3795.0,Gate location,-0.307,5.0,Cleanliness,-0.2921,3.0
241,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.2049,2687.0,Online boarding,-0.1121,4.0,Cleanliness,-0.0337,4.0
242,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.1579,35.0,was_na_Seat comfort,-0.0128,0.0,Class_ord,-0.0117,2.0
243,High,0.6999,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.5628,2.0,Seat comfort,-1.3893,2.0,Gate location,-1.2505,4.0
244,Critical,0.9998,C1,Trải Nghiệm Kém,Seat comfort,-1.9086,2.0,Gate location,-1.1056,5.0,Departure/Arrival time convenient,-0.859,5.0
245,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-1.2653,3.0,Inflight entertainment,-1.0994,3.0,Gate location,-0.7498,5.0
246,Very Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6886,3.0,Gate location,-0.5012,5.0,Flight Distance,-0.2486,3673.0
247,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-2.4807,1.0,Inflight entertainment,-1.588,1.0,inflight_experience_score,-1.4659,1.71
248,Very Low,0.15,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.3402,5.0,Age,-0.1776,36.0,Leg room service,-0.1368,3.0
249,Low,0.3,C0,Hài Lòng Toàn Diện,Food and drink,-0.2355,5.0,Cleanliness,-0.1645,4.0,Checkin service,-0.0476,4.0
250,Critical,0.925,C1,Trải Nghiệm Kém,Seat comfort,-2.6471,1.0,loyal,-2.2807,0.0,Inflight entertainment,-1.3945,1.0
251,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.3459,5.0,Departure/Arrival time convenient,-0.2559,4.0,Leg room service,-0.1875,3.0
252,High,0.7161,C1,Trải Nghiệm Kém,Seat comfort,-0.6875,3.0,inflight_experience_score,-0.665,2.29,Cleanliness,-0.4208,3.0
253,Critical,0.9831,C1,Trải Nghiệm Kém,Class_ord,-0.9115,2.0,Seat comfort,-0.5744,4.0,Online support,-0.5469,3.0
254,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-1.9912,1.0,inflight_experience_score,-1.1637,2.14,Inflight entertainment,-1.0545,3.0
255,High,0.6987,C1,Trải Nghiệm Kém,Seat comfort,-1.4006,2.0,Inflight entertainment,-1.1005,2.0,Flight Distance,-0.819,3309.0
256,High,0.6966,C1,Trải Nghiệm Kém,Seat comfort,-1.3222,3.0,Inflight entertainment,-1.254,3.0,inflight_experience_score,-0.7118,2.57
257,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.2115,5.0,Age,-0.1847,57.0,Departure/Arrival time convenient,-0.1809,5.0
258,High,0.7,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-1.9908,5.0,Seat comfort,-1.9358,1.0,Inflight entertainment,-1.8885,1.0
259,Critical,0.9892,C1,Trải Nghiệm Kém,Leg room service,-0.5882,3.0,Age,-0.5718,63.0,Online boarding,-0.5388,2.0
260,Very Low,0.3,C1,Trải Nghiệm Kém,was_na_Food and drink,-0.1277,1.0,Departure/Arrival time convenient,-0.0967,,Online boarding,-0.0777,1.0
261,Very Low,0.1519,C0,Hài Lòng Toàn Diện,Checkin service,-0.1392,4.0,Class_ord,-0.1174,0.0,Cleanliness,-0.1145,4.0
262,Very Low,0.225,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.3397,5.0,Class_ord,-0.1703,1.0,Age,-0.1612,31.0
263,Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-0.8016,0.0,Gate location,-0.2457,3.0,Food and drink,-0.2181,4.0
264,Critical,0.9987,C1,Trải Nghiệm Kém,loyal,-1.4063,0.0,Inflight entertainment,-1.0385,2.0,Seat comfort,-0.9301,2.0
265,Critical,0.9978,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0826,3.0,Seat comfort,-1.0145,3.0,loyal,-0.9768,0.0
266,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.4324,3617.0,Gate location,-0.3586,5.0,Departure/Arrival time convenient,-0.2284,5.0
267,Very Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.0332,0.0,was_na_Seat comfort,-0.0125,0.0,was_na_Departure/Arrival time convenient,-0.0003,0.0
268,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-2.4106,0.0,Seat comfort,-1.9559,2.0,inflight_experience_score,-1.0982,1.71
269,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-1.6381,0.0,Seat comfort,-1.2828,2.0,inflight_experience_score,-1.0534,2.43
270,High,0.6997,C1,Trải Nghiệm Kém,Inflight entertainment,-1.681,2.0,Seat comfort,-1.5591,2.0,Departure/Arrival time convenient,-0.7389,4.0
271,Very Low,0.0,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.4514,2.0,Cleanliness,-0.35,3.0,Online support,-0.2547,3.0
272,Very Low,0.0,C1,Trải Nghiệm Kém,Class_ord,-0.2875,0.0,Checkin service,-0.1428,4.0,Flight Distance,-0.115,2164.0
273,Medium,0.3095,C1,Trải Nghiệm Kém,Checkin service,-0.6283,1.0,Leg room service,-0.3612,3.0,Cleanliness,-0.3218,3.0
274,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-2.9191,1.0,Gate location,-1.4258,4.0,Inflight entertainment,-1.2037,1.0
275,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6046,2.0,Departure/Arrival time convenient,-0.4123,5.0,Ease of Online booking,-0.382,5.0
276,High,0.8213,C0,Hài Lòng Toàn Diện,loyal,-2.3049,0.0,Seat comfort,-1.5499,3.0,Departure/Arrival time convenient,-0.5474,4.0
277,Very Low,0.1503,C1,Trải Nghiệm Kém,Seat comfort,-0.5777,3.0,Checkin service,-0.2747,2.0,Class_ord,-0.1537,0.0
278,Medium,0.308,C0,Hài Lòng Toàn Diện,Online support,-0.5869,3.0,Checkin service,-0.4883,2.0,Cleanliness,-0.211,4.0
279,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-2.502,0.0,Seat comfort,-1.8911,1.0,Inflight entertainment,-1.5516,1.0
280,Medium,0.303,C0,Hài Lòng Toàn Diện,loyal,-0.4148,0.0,Departure/Arrival time convenient,-0.2601,,Ease of Online booking,-0.2279,2.0
281,High,0.8169,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3123,3.0,Baggage handling,-0.7807,3.0,Seat comfort,-0.5945,3.0
282,Low,0.3,C1,Trải Nghiệm Kém,Cleanliness,-0.4333,3.0,Baggage handling,-0.3942,3.0,delay_severity,-0.2285,0.01
283,Medium,0.5503,C0,Hài Lòng Toàn Diện,loyal,-1.3573,0.0,Online boarding,-0.2936,2.0,Leg room service,-0.1783,2.0
284,Critical,0.9993,C1,Trải Nghiệm Kém,loyal,-3.3193,0.0,Seat comfort,-1.5396,2.0,Inflight entertainment,-0.8958,2.0
285,Medium,0.4699,C0,Hài Lòng Toàn Diện,biz_travel,-0.7584,0.0,Gate location,-0.5445,1.0,Departure/Arrival time convenient,-0.4374,4.0
286,Very Low,0.2724,C1,Trải Nghiệm Kém,loyal,-0.8138,0.0,Class_ord,-0.4045,0.0,Ease of Online booking,-0.3931,2.0
287,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-1.694,3.0,Departure/Arrival time convenient,-1.3824,5.0,Inflight entertainment,-1.353,3.0
288,Very Low,0.0015,C0,Hài Lòng Toàn Diện,biz_travel,-0.5621,0.0,Age,-0.3076,68.0,Class_ord,-0.2515,0.0
289,Medium,0.5677,C1,Trải Nghiệm Kém,Departure Delay in Minutes,-0.8092,139.0,Ease of Online booking,-0.6472,1.0,Baggage handling,-0.2566,4.0
290,High,0.6999,C1,Trải Nghiệm Kém,Inflight entertainment,-1.9885,1.0,Departure/Arrival time convenient,-1.6813,4.0,Seat comfort,-1.2973,1.0
291,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1443,4.0,Flight Distance,-0.0301,1853.0,was_na_Seat comfort,-0.0165,0.0
292,High,0.8234,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.9222,3.0,loyal,-0.8263,0.0,Baggage handling,-0.6064,3.0
293,Critical,0.8538,C0,Hài Lòng Toàn Diện,loyal,-2.6973,0.0,Inflight entertainment,-1.2479,3.0,Seat comfort,-0.6405,3.0
294,Very Low,0.0005,C0,Hài Lòng Toàn Diện,biz_travel,-0.5185,0.0,Class_ord,-0.2214,0.0,delay_severity,-0.1349,0.02
295,Medium,0.318,C1,Trải Nghiệm Kém,loyal,-1.1958,0.0,Class_ord,-0.3854,0.0,Ease of Online booking,-0.3572,2.0
296,High,0.6977,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6948,3.0,Seat comfort,-1.5418,3.0,Departure/Arrival time convenient,-0.9637,4.0
297,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.3065,2.0,Departure/Arrival time convenient,-0.299,4.0,Food and drink,-0.2785,5.0
298,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1376,2350.0,Age,-0.102,48.0,was_na_Seat comfort,-0.0128,0.0
299,Medium,0.3096,C1,Trải Nghiệm Kém,Checkin service,-0.3882,1.0,inflight_experience_score,-0.2594,3.0,Leg room service,-0.1701,3.0
300,Critical,0.9997,C1,Trải Nghiệm Kém,Seat comfort,-1.7164,2.0,inflight_experience_score,-1.077,2.14,Class_ord,-0.5109,2.0
301,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.3565,5.0,Inflight entertainment,-0.3266,,Departure/Arrival time convenient,-0.2148,5.0
302,Low,0.3,C1,Trải Nghiệm Kém,Leg room service,-0.4428,2.0,Online boarding,-0.1315,4.0,delay_severity,-0.0427,0.0
303,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.3849,5.0,Class_ord,-0.0507,0.0,Checkin service,-0.0203,4.0
304,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.4905,3979.0,Age,-0.1017,48.0,Inflight wifi service,-0.0458,3.0
305,Low,0.3,C0,Hài Lòng Toàn Diện,Online boarding,-0.0734,4.0,was_na_Seat comfort,-0.0162,0.0,Baggage handling,-0.0155,4.0
306,High,0.8464,C1,Trải Nghiệm Kém,inflight_experience_score,-1.5203,1.86,Inflight entertainment,-1.3286,3.0,Ease of Online booking,-1.0851,1.0
307,Medium,0.302,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.4916,2.0,Inflight wifi service,-0.3627,5.0,Checkin service,-0.1813,1.0
308,High,0.6916,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6907,2.0,Seat comfort,-1.3539,2.0,Departure/Arrival time convenient,-1.3377,4.0
309,Medium,0.597,C0,Hài Lòng Toàn Diện,loyal,-1.5785,0.0,Class_ord,-0.3997,1.0,Ease of Online booking,-0.2625,5.0
310,Very Low,0.15,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6433,1.0,Departure Delay in Minutes,-0.3114,38.0,Online support,-0.2656,2.0
311,Medium,0.4995,C1,Trải Nghiệm Kém,Inflight entertainment,-1.526,1.0,inflight_experience_score,-0.7218,2.29,Online support,-0.5328,1.0
312,Low,0.3,C1,Trải Nghiệm Kém,Baggage handling,-0.3227,3.0,Leg room service,-0.3015,3.0,Seat comfort,-0.2217,3.0
313,Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.2589,0.02,Cleanliness,-0.1395,4.0,Departure Delay in Minutes,-0.041,31.0
314,Very Low,0.15,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.4253,5.0,Class_ord,-0.183,0.0,Inflight wifi service,-0.1583,5.0
315,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.2351,45.0,delay_severity,-0.0788,0.01,Flight Distance,-0.0399,2400.0
316,High,0.8481,C0,Hài Lòng Toàn Diện,loyal,-1.7133,0.0,Inflight entertainment,-1.2704,3.0,Seat comfort,-1.2128,3.0
317,High,0.7741,C1,Trải Nghiệm Kém,Seat comfort,-1.5024,2.0,Inflight entertainment,-1.2859,2.0,inflight_experience_score,-0.6723,2.57
318,Medium,0.3063,C0,Hài Lòng Toàn Diện,Age,-0.7704,68.0,Online support,-0.3539,3.0,Online boarding,-0.1638,1.0
319,High,0.6892,C1,Trải Nghiệm Kém,Seat comfort,-1.6305,3.0,biz_travel,-0.7306,0.0,Departure/Arrival time convenient,-0.5583,4.0
320,Very Low,0.3,C0,Hài Lòng Toàn Diện,Baggage handling,-0.464,3.0,was_na_Seat comfort,-0.0135,0.0,was_na_Online boarding,0.0,0.0
321,High,0.6999,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.9079,3.0,Departure/Arrival time convenient,-1.8547,5.0,Seat comfort,-1.7166,3.0
322,Critical,0.9998,C1,Trải Nghiệm Kém,Seat comfort,-1.5876,2.0,Inflight entertainment,-1.1121,3.0,Gate location,-1.0271,5.0
323,Low,0.3,C0,Hài Lòng Toàn Diện,Leg room service,-0.4674,2.0,Inflight wifi service,-0.0564,4.0,was_na_Seat comfort,-0.0178,0.0
324,Very Low,0.3,C0,Hài Lòng Toàn Diện,Food and drink,-0.1357,4.0,Checkin service,-0.1247,1.0,Age,-0.0369,56.0
325,Very Low,0.3,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.5374,,Gate location,-0.3252,3.0,inflight_experience_score,-0.24,2.8
326,Medium,0.4612,C0,Hài Lòng Toàn Diện,loyal,-1.682,0.0,Gate location,-0.3425,3.0,On-board service,-0.2121,2.0
327,Critical,0.9958,C1,Trải Nghiệm Kém,loyal,-3.2318,0.0,Seat comfort,-1.1324,2.0,Inflight entertainment,-1.1081,1.0
328,High,0.7752,C1,Trải Nghiệm Kém,Seat comfort,-1.0242,3.0,Baggage handling,-0.4333,3.0,Departure/Arrival time convenient,-0.4003,5.0
329,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.2084,34.0,Checkin service,-0.023,4.0,was_na_Seat comfort,-0.0148,0.0
330,Very Low,0.3,C0,Hài Lòng Toàn Diện,On-board service,-0.0642,3.0,Online boarding,-0.051,4.0,was_na_Seat comfort,-0.0166,0.0
331,High,0.7611,C1,Trải Nghiệm Kém,Age,-1.2294,77.0,Inflight entertainment,-1.0655,3.0,Online support,-0.5643,3.0
332,High,0.6999,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3889,1.0,Seat comfort,-1.3797,1.0,Gate location,-1.244,3.0
333,High,0.6997,C0,Hài Lòng Toàn Diện,Gate location,-1.4872,5.0,Seat comfort,-1.3764,2.0,Inflight entertainment,-1.3267,2.0
334,High,0.8486,C1,Trải Nghiệm Kém,loyal,-1.5072,0.0,Seat comfort,-1.4059,3.0,Inflight entertainment,-1.3145,3.0
335,Medium,0.6352,C0,Hài Lòng Toàn Diện,loyal,-1.3464,0.0,Class_ord,-0.4487,0.0,Cleanliness,-0.2894,3.0
336,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.5792,1.0,inflight_experience_score,-1.718,1.71,Inflight entertainment,-1.0471,3.0
337,High,0.8308,C1,Trải Nghiệm Kém,loyal,-1.7422,0.0,Seat comfort,-1.3339,2.0,Inflight entertainment,-0.7685,3.0
338,Low,0.3,C1,Trải Nghiệm Kém,loyal,-0.984,0.0,Departure/Arrival time convenient,-0.2566,5.0,Age,-0.0848,28.0
339,Medium,0.3003,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.3247,3.0,Flight Distance,-0.1062,2483.0,Cleanliness,-0.0484,4.0
340,Low,0.3,C0,Hài Lòng Toàn Diện,On-board service,-0.1821,3.0,Flight Distance,-0.1252,2001.0,Online boarding,-0.0801,4.0
341,Critical,0.9617,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2365,3.0,Checkin service,-0.6184,2.0,Cleanliness,-0.6132,3.0
342,Medium,0.3003,C0,Hài Lòng Toàn Diện,Baggage handling,-0.5129,3.0,On-board service,-0.2917,2.0,Flight Distance,-0.1736,4998.0
343,Critical,0.9871,C1,Trải Nghiệm Kém,Seat comfort,-1.1989,2.0,Inflight entertainment,-1.148,3.0,Online support,-0.619,3.0
